Id,Latitude,Longitude
936,39.799912,-86.237702
937,39.799921,-86.237703
938,39.79993,-86.237703
939,39.799939,-86.237703
940,39.799948,-86.237704
941,39.799957,-86.237704
942,39.799966,-86.237704
943,39.799975,-86.237704
944,39.799984,-86.237705
945,39.799993,-86.237704
946,39.800002,-86.237704
947,39.800011,-86.237703
948,39.80002,-86.237703
949,39.800029,-86.237702
950,39.800038,-86.237701
951,39.800047,-86.237701
952,39.800056,-86.2377
953,39.800065,-86.237699
954,39.800074,-86.237699
955,39.800083,-86.237697
956,39.800092,-86.237696
957,39.800101,-86.237695
958,39.800109,-86.237694
959,39.800118,-86.237692
960,39.800127,-86.237691
961,39.800136,-86.23769
962,39.800145,-86.237688
963,39.800154,-86.237687
964,39.800163,-86.237685
965,39.800172,-86.237683
966,39.80018,-86.237681
967,39.800189,-86.237679
968,39.800198,-86.237676
969,39.800207,-86.237674
970,39.800216,-86.237672
971,39.800224,-86.23767
972,39.800233,-86.237668
973,39.800242,-86.237665
974,39.800251,-86.237663
975,39.800259,-86.23766
976,39.800268,-86.237657
977,39.800277,-86.237654
978,39.800285,-86.237651
979,39.800294,-86.237647
980,39.800302,-86.237644
981,39.800311,-86.237641
982,39.80032,-86.237638
983,39.800328,-86.237635
984,39.800337,-86.237632
985,39.800345,-86.237628
986,39.800354,-86.237624
987,39.800362,-86.237619
988,39.800371,-86.237615
989,39.800379,-86.237611
990,39.800388,-86.237607
991,39.800396,-86.237603
992,39.800405,-86.237599
993,39.800413,-86.237595
994,39.800421,-86.23759
995,39.800429,-86.237585
996,39.800437,-86.23758
997,39.800445,-86.237575
998,39.800454,-86.23757
999,39.800462,-86.237565
1000,39.80047,-86.23756
1001,39.800478,-86.237555
1002,39.800486,-86.23755
1003,39.800494,-86.237545
1004,39.800502,-86.23754
1005,39.80051,-86.237535
1006,39.800518,-86.237529
1007,39.800526,-86.237523
1008,39.800533,-86.237517
1009,39.800541,-86.237511
1010,39.800549,-86.237505
1011,39.800557,-86.2375
1012,39.800565,-86.237494
1013,39.800572,-86.237488
1014,39.80058,-86.237482
1015,39.800588,-86.237476
1016,39.800595,-86.23747
1017,39.800603,-86.237463
1018,39.80061,-86.237456
1019,39.800617,-86.23745
1020,39.800625,-86.237443
1021,39.800632,-86.237436
1022,39.80064,-86.23743
1023,39.800647,-86.237423
1024,39.800654,-86.237416
1025,39.800662,-86.23741
1026,39.800669,-86.237403
1027,39.800676,-86.237396
1028,39.800683,-86.237388
1029,39.80069,-86.237381
1030,39.800697,-86.237373
1031,39.800704,-86.237366
1032,39.800711,-86.237358
1033,39.800717,-86.237351
1034,39.800724,-86.237343
1035,39.800731,-86.237336
1036,39.800738,-86.237328
1037,39.800745,-86.237321
1038,39.800751,-86.237312
1039,39.800757,-86.237304
1040,39.800764,-86.237295
1041,39.80077,-86.237287
1042,39.800776,-86.237279
1043,39.800782,-86.23727
1044,39.800789,-86.237262
1045,39.800795,-86.237253
1046,39.800801,-86.237245
1047,39.800807,-86.237237
1048,39.800814,-86.237228
1049,39.800819,-86.237219
1050,39.800825,-86.23721
1051,39.800831,-86.237201
1052,39.800836,-86.237192
1053,39.800842,-86.237183
1054,39.800848,-86.237174
1055,39.800853,-86.237165
1056,39.800859,-86.237155
